id,url,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,authorUserName,authorName,authorFollowers,authorFollowing,authorDescription
"1931916170715697432","https://x.com/TheDogePoundNFT/status/1931916170715697432","@elonmusk https://t.co/KktOkoVs9h","Twitter for iPhone",0,1,3,0,592,"Mon Jun 09 03:28:03 +0000 2025","qme",0,true,"1931915758709448907","1931915758709448907","TheDogePoundNFT","Doge Pound 🐶",176820,9698,""
"1932077555424567354","https://x.com/TheDogePoundNFT/status/1932077555424567354","@JohnLemonNFT AWOOOOO!!!","Twitter for iPhone",0,1,1,0,20,"Mon Jun 09 14:09:20 +0000 2025","und",0,true,"1932077302822699069","1932077302822699069","TheDogePoundNFT","Doge Pound 🐶",176807,9698,""
"1932061015820394766","https://x.com/TheDogePoundNFT/status/1932061015820394766","@opensea Gm gm! https://t.co/eCrOzjKUkJ","Twitter for iPhone",0,0,1,0,207,"Mon Jun 09 13:03:36 +0000 2025","en",0,true,"1932060882726682692","1932060882726682692","TheDogePoundNFT","Doge Pound 🐶",176807,9698,""
"1932047670991839401","https://x.com/TheDogePoundNFT/status/1932047670991839401","@ZssBecker https://t.co/X0nePSfrax","Twitter for iPhone",0,4,2,0,547,"Mon Jun 09 12:10:35 +0000 2025","qme",0,true,"1932047472580309203","1932047472580309203","TheDogePoundNFT","Doge Pound 🐶",176807,9698,""
"1932523792623923423","https://x.com/TheDogePoundNFT/status/1932523792623923423","@JohnLemonNFT https://t.co/nhVe9j5q5s","Twitter for iPhone",0,1,2,0,114,"Tue Jun 10 19:42:31 +0000 2025","qme",0,true,"1932523240603189684","1932523240603189684","TheDogePoundNFT","Doge Pound 🐶",176905,9700,""
"1932523792623923423","https://x.com/TheDogePoundNFT/status/1932523792623923423","@JohnLemonNFT https://t.co/nhVe9j5q5s","Twitter for iPhone",0,1,2,0,114,"Tue Jun 10 19:42:31 +0000 2025","qme",0,true,"1932523240603189684","1932523240603189684","TheDogePoundNFT","Doge Pound 🐶",176905,9700,""
"1932648413696332264","https://x.com/TheDogePoundNFT/status/1932648413696332264","@beeple https://t.co/H1GD9sw1EL","Twitter for iPhone",0,0,2,0,280,"Wed Jun 11 03:57:43 +0000 2025","qme",0,true,"1932648237548122533","1932648237548122533","TheDogePoundNFT","Doge Pound 🐶",176910,9700,""
"1932646980985213141","https://x.com/TheDogePoundNFT/status/1932646980985213141","@notthreadguy @based16z https://t.co/iXoGIyIQuG","Twitter for iPhone",0,0,1,0,78,"Wed Jun 11 03:52:01 +0000 2025","qme",0,true,"1932646888848978064","1932546656878137703","TheDogePoundNFT","Doge Pound 🐶",176910,9700,""
"1932638070907527209","https://x.com/TheDogePoundNFT/status/1932638070907527209","@jessepollak What if Doge Pound became the face of Base NFTs 🧐","Twitter for iPhone",0,0,2,0,98,"Wed Jun 11 03:16:37 +0000 2025","en",0,true,"1932637923746185297","1932637923746185297","TheDogePoundNFT","Doge Pound 🐶",176910,9700,""
"1932596208566206927","https://x.com/TheDogePoundNFT/status/1932596208566206927","@JohnLemonNFT Greg is one of us","Twitter for iPhone",0,0,3,0,115,"Wed Jun 11 00:30:16 +0000 2025","en",0,true,"1932595794097635755","1932595794097635755","TheDogePoundNFT","Doge Pound 🐶",176910,9700,""
